,1gram,2gram,3gram,sk2gram,sk3gram
arabic,1.0,1.0,0.875,0.875,1.0
english,1.0,0.8333333333333334,1.0,0.8888888888888888,1.0
french,1.0,1.0,1.0,0.875,0.8181818181818182
german,1.0,1.0,0.7777777777777778,0.8571428571428571,0.9
greek,1.0,1.0,1.0,1.0,0.8333333333333334
hebrew,1.0,1.0,1.0,0.8461538461538461,0.9
russian,1.0,1.0,0.9090909090909091,0.8888888888888888,0.7777777777777778
