,1gram,2gram,3gram,sk2gram,sk3gram
arabic,0.8490288902363667,0.3796292646403655,0.2941860882935401,0.3820445304051392,0.3666003473024159
english,0.4493946880757933,,0.296574289654847,0.36275382698457337,0.34910002582181127
french,0.39520391742149424,0.3477502445119766,0.34042553191489366,0.31423253856126593,0.352487311806237
german,0.4426860293300576,0.3071475584169756,0.2907153684841096,0.3428515316377527,0.381464456510543
russian,0.8971600736784228,0.46639872408600513,0.30353449859960874,0.42022950887530425,0.4264014327112209
