,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
english,0.6666666666666666,0.0,0.0,0.0,0.25,0.0,0.4
french,0.6,0.3333333333333333,0.0,0.5,0.0,0.0,0.25
finnish,1.0,0.3333333333333333,0.4,0.0,0.5,0.25,0.4
german,1.0,0.5,0.16666666666666666,0.6666666666666666,0.5,0.5,0.5
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.6666666666666666,1.0,0.75,1.0,0.3333333333333333,0.75,1.0
russian,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spanish,0.8888888888888888,0.3333333333333333,0.3333333333333333,1.0,0.0,1.0,0.75
swahili,0.8333333333333334,1.0,0.8,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666
turkish,0.6,0.4,0.3333333333333333,0.6666666666666666,1.0,1.0,0.5714285714285714
