,14
arabic-1gram,1.0
arabic-2gram,1.0
arabic-3gram,1.0
arabic-sk2gram,0.9986595150175603
arabic-sk3gram,1.0
arabic-xsk2gram,1.0
arabic-xsk3gram,1.0
english-1gram,0.0
english-2gram,0.0
english-3gram,0.0
english-sk2gram,0.0
english-sk3gram,0.0
english-xsk2gram,0.0
english-xsk3gram,0.0
french-1gram,0.0
french-2gram,0.0
french-3gram,0.0
french-sk2gram,
french-sk3gram,0.4288025734640393
french-xsk2gram,0.0
french-xsk3gram,0.29142296057399336
finnish-1gram,0.4972526643093033
finnish-2gram,0.3619004330623091
finnish-3gram,0.0
finnish-sk2gram,
finnish-sk3gram,0.3287340718203443
finnish-xsk2gram,0.4937783372062508
finnish-xsk3gram,0.30312556830806847
german-1gram,0.3465677850975113
german-2gram,0.3485348564113877
german-3gram,0.2552548749591114
german-sk2gram,0.0
german-sk3gram,0.2849576027684322
german-xsk2gram,0.5419601084501919
german-xsk3gram,0.4610323485000331
greek-1gram,1.0
greek-2gram,1.0
greek-3gram,1.0
greek-sk2gram,1.0
greek-sk3gram,1.0
greek-xsk2gram,1.0
greek-xsk3gram,1.0
hebrew-1gram,1.0
hebrew-2gram,1.0
hebrew-3gram,1.0
hebrew-sk2gram,1.0
hebrew-sk3gram,1.0
hebrew-xsk2gram,1.0
hebrew-xsk3gram,1.0
icelandic-1gram,0.38995948993804463
icelandic-2gram,0.26315998009862257
icelandic-3gram,1.0
icelandic-sk2gram,0.8610017480861207
icelandic-sk3gram,1.0
icelandic-xsk2gram,0.5514231850540294
icelandic-xsk3gram,0.3404482117129443
russian-1gram,1.0
russian-2gram,1.0
russian-3gram,0.9979506389425944
russian-sk2gram,0.9978631990822491
russian-sk3gram,0.963720427268203
russian-xsk2gram,0.9739926567691672
russian-xsk3gram,0.7598703504244217
spanish-1gram,0.0
spanish-2gram,0.30617780226241703
spanish-3gram,0.2732663039923738
spanish-sk2gram,1.0
spanish-sk3gram,1.0
spanish-xsk2gram,0.0
spanish-xsk3gram,0.4822356691227957
swahili-1gram,0.0
swahili-2gram,0.41949698138397984
swahili-3gram,0.5396277848588058
swahili-sk2gram,0.0
swahili-sk3gram,0.26753830327951994
swahili-xsk2gram,0.0
swahili-xsk3gram,0.4165772438574595
turkish-1gram,1.0
turkish-2gram,1.0
turkish-3gram,1.0
turkish-sk2gram,1.0
turkish-sk3gram,0.4417511696534631
turkish-xsk2gram,0.3385046085716603
turkish-xsk3gram,0.5192593015921397
