,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,0.8223636603533391,1.0
english,0.2158273381294964,0.2318205766712201,0.4,0.3882534637161815,0.3160116699560183,0.3005053725052435,0.30063234890295404
french,0.30508120156108437,0.2852508453435223,0.28134929880473447,0.2036082474226804,0.30086777901203926,0.28732369243368167,0.29211571559836086
finnish,0.42282420014446964,0.4079615469440302,0.36450486559726564,0.5327622513263831,0.5411108647376099,0.4019841728321041,0.5385742078307099
german,0.23333333333333334,0.4649316283000506,0.44155126388268606,0.5743665268941904,0.429782940327066,1.0,0.3480771845899237
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,0.820335356007638,1.0,1.0
icelandic,0.3955048370584752,0.5897678246195885,0.5923488777590924,0.47583095143088644,0.41948518808969465,0.55429946703895,0.6859943405700354
russian,1.0,1.0,1.0,1.0,0.9878407396140635,1.0,0.9027237354085603
spanish,0.26468435094267095,0.2,0.31591060430621976,0.3329150978460124,0.3451804268213952,0.3110383621071676,0.31017488738841315
swahili,0.23376623376623376,0.43366154757778896,0.3024466244955615,0.4137580090441837,0.5312547329859225,0.47182948240631606,0.6556508589031877
turkish,0.5676462121975467,0.41678227058744965,0.4698714938993648,0.5124707431905383,0.46684978092392626,0.568796458994521,0.49559462778335206
