,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
english,0.24278613185292489,0.42857142857142855,0.2477033147807924,0.2844226193802004,0.21290322580645157,0.3228638308760308,0.34093267915581354
french,0.25944466016304063,0.20605850233120385,0.5757575757575758,0.3303847142715499,0.21874999999999997,0.37020041624968436,0.26393945953888465
finnish,0.39522549637864346,0.6414168552128009,0.5782270354793786,0.4279339862991554,0.9466666666666667,0.4282695772231296,0.5884284555805153
german,0.34425579571748216,0.48199920365414745,0.40572134673761545,0.3333890954785537,0.5380275868489703,0.3137205373014051,0.37963447009426654
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.5545504555023836,0.23207286953250106,1.0,0.45240293609915105,1.0,0.46770717334674267,1.0
russian,1.0,1.0,1.0,1.0,0.9980099403873665,0.9586981718102967,0.7946521899414608
spanish,0.2821535106187937,0.3212383899755806,0.3370786516853933,0.414342153412479,0.5940885257860046,0.43650512116940404,0.5931710140017395
swahili,0.45769124951897,0.4471848177905624,0.19033674963396777,0.5131810511848901,0.5278755466415634,0.504310906740684,0.34323009206765365
turkish,0.5216987809649535,1.0,0.7522123893805309,0.4404881959216032,0.21243016390884614,1.0,0.5328701692569688
