,1gram,2gram,3gram,sk2gram,sk3gram
arabic,1.0,1.0,1.0,1.0,0.6
english,1.0,0.2,1.0,1.0,0.6666666666666666
french,0.75,1.0,0.6666666666666666,1.0,0.0
german,1.0,1.0,0.8571428571428571,0.75,0.6666666666666666
russian,1.0,1.0,1.0,1.0,0.5
