,1gram,2gram,3gram,sk2gram,sk3gram
arabic,1.0,1.0,1.0,1.0,0.5
english,1.0,1.0,1.0,0.75,0.3333333333333333
french,1.0,1.0,1.0,0.5,0.25
german,1.0,1.0,0.75,0.5,1.0
russian,1.0,1.0,0.8333333333333334,1.0,0.6666666666666666
