,4
arabic-1g,1.0
arabic-2g,1.0
arabic-3g,1.0
arabic-sk2g,1.0
arabic-sk3g,1.0
english-1g,0.9269290541397299
english-2g,0.7180243615338925
english-3g,0.7672247543356264
english-sk2g,0.7788742006931346
english-sk3g,0.8408287321897436
french-1g,0.9570850870419341
french-2g,0.7947182548702254
french-3g,0.7532359095598422
french-sk2g,0.8663508754089031
french-sk3g,0.8095878658999309
german-1g,0.9329482771969955
german-2g,0.7650450295741166
german-3g,0.8149410903510702
german-sk2g,0.735335558418319
german-sk3g,0.8158668998802819
russian-1g,1.0
russian-2g,1.0
russian-3g,1.0
russian-sk2g,1.0
russian-sk3g,0.9473197707335241
n_topics_real,18.0
purity_threshold,0.37040911034085894
