,11
arabic-1gram,1.0
arabic-2gram,1.0
arabic-3gram,1.0
arabic-sk2gram,1.0
arabic-sk3gram,0.9987012264101004
arabic-xsk2gram,0.960652099079026
arabic-xsk3gram,0.9949109092190432
english-1gram,0.6599226875772614
english-2gram,0.8556220708245138
english-3gram,0.7369473595463438
english-sk2gram,0.6704607302474522
english-sk3gram,0.8038770121548516
english-xsk2gram,0.7357771731661809
english-xsk3gram,0.7635584175967983
french-1gram,0.7786491050744545
french-2gram,0.6802455133685523
french-3gram,0.7821690028902364
french-sk2gram,0.8237006745931711
french-sk3gram,0.7842008971231719
french-xsk2gram,0.7583942029572427
french-xsk3gram,0.7373895594360088
german-1gram,0.7752177538708414
german-2gram,0.6825722198418169
german-3gram,0.8360969908015088
german-sk2gram,0.714306830416345
german-sk3gram,0.7657065125326673
german-xsk2gram,0.7834213425703411
german-xsk3gram,0.6280342450471212
russian-1gram,1.0
russian-2gram,1.0
russian-3gram,1.0
russian-sk2gram,0.9912201826369209
russian-sk3gram,0.9569813397115048
russian-xsk2gram,1.0
russian-xsk3gram,0.9673086445082121
