,1gram,2gram,3gram,sk2gram,sk3gram
arabic,1.0,0.9230769230769231,1.0,1.0,0.8
english,1.0,1.0,1.0,1.0,0.8333333333333334
french,1.0,0.8333333333333334,0.875,1.0,1.0
german,1.0,1.0,1.0,0.5,0.7142857142857143
russian,1.0,1.0,1.0,1.0,1.0
