,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,0.9461112883775075,0.9281909617845142
english,0.17395843283647575,,,0.2453266907313291,0.29957234475763905,0.3665735295680566,0.28661393833316523
french,0.24390243902439027,0.28325816747135235,,0.34731034739738315,0.32625629583047966,0.3244096068010054,0.32208863309225755
finnish,0.48397751418246104,0.4016903773625383,0.1613588110403397,0.4514617259488813,0.5547330235783082,0.31228547540845186,0.47527082062880366
german,0.288135593220339,0.2886039183160799,0.2616269670824861,0.4587282453696245,0.37300653870688244,0.6457160241231225,0.4303314829119352
greek,1.0,1.0,1.0,0.5,1.0,0.9381443298969072,0.6267831705280087
hebrew,1.0,1.0,1.0,1.0,0.9280666939511896,1.0,0.6349459926893104
icelandic,0.32394177193584994,0.22993676843512204,1.0,0.356937545593233,0.3824711514303652,0.7592592592592593,0.4714045207910317
russian,1.0,1.0,1.0,,1.0,0.7320844981409597,0.9856107606091623
spanish,0.4232309419311869,0.3543563594472904,0.2463768115942029,0.512989176042577,0.5222329678670935,1.0,0.676443228989566
swahili,,0.5370861555295747,0.5,0.379422896884297,0.4729096894270422,0.7782041788028339,0.4520892030331354
turkish,0.421057451293024,0.30046141573314306,0.5640760748177662,0.8583950752789521,0.46132857589717746,0.44049202100415336,0.38444047991431457
