,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,0.9253183346126082
english,0.3240496176136758,0.363964125480388,0.3566129708199288,0.4321935564990659,0.3333333333333333,0.5026316274194359,0.3382536189155573
french,0.2700979685521194,0.2552265870844941,0.36167387430698067,0.3885478453420796,0.34738599072302073,0.33620742628185935,0.2787597270614408
finnish,0.5947894295101028,0.6092238869898694,0.3917310139549384,0.5037364635031343,0.4294856746184837,0.5701197310418854,0.5381078110431283
german,0.43147586735618537,0.32500880679424665,0.4026369599240953,0.6933612743506347,0.4770966011851703,0.6123724356957946,0.5
greek,1.0,1.0,1.0,1.0,1.0,0.9842493433367082,0.6818492105049467
hebrew,1.0,1.0,1.0,1.0,0.9482469067350401,0.9852847621094196,0.7351803426702453
icelandic,0.42600853934295235,0.4899973050296446,0.4625235983827891,0.6034176336545164,0.5648801767516597,0.4758439036690722,1.0
russian,1.0,1.0,1.0,0.9054399006934686,0.8722133249090132,0.8578928092681435,0.8041234924091655
spanish,0.39339789623472154,0.2711891540995128,0.41496736974922105,0.4027027846894224,0.5590169943749475,0.5206998350661377,1.0
swahili,0.3684210526315789,0.38498582105407203,0.42968488872980254,0.5527661876103291,0.3535533905932738,0.5923184903940516,0.6151323844735391
turkish,0.36630508366192366,0.46224084956708983,0.7142857142857143,0.6190439206838455,0.5477225575051661,0.39559089889327625,1.0
