,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
english,0.625,0.5,0.0,0.8,0.875,0.4,0.6666666666666666
french,1.0,0.4,0.7142857142857143,0.3333333333333333,0.6666666666666666,0.8,0.6666666666666666
finnish,0.8571428571428571,1.0,0.75,1.0,1.0,0.375,0.6
german,0.7142857142857143,0.6666666666666666,0.625,1.0,0.8,0.7142857142857143,0.6666666666666666
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.8,0.25,0.4,0.75,0.8333333333333334,0.3333333333333333,0.6
russian,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spanish,0.875,0.3333333333333333,0.6,1.0,0.7142857142857143,1.0,0.6666666666666666
swahili,0.8571428571428571,1.0,0.8181818181818182,0.8571428571428571,1.0,1.0,1.0
turkish,0.75,0.6666666666666666,1.0,1.0,0.8333333333333334,1.0,1.0
