,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
english,0.6666666666666666,0.75,0.4,0.7142857142857143,0.8,0.5714285714285714,1.0
french,0.5,0.3333333333333333,0.2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75
finnish,1.0,1.0,0.75,1.0,0.8571428571428571,1.0,1.0
german,0.75,0.5,0.75,1.0,0.6,1.0,1.0
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.5,0.8,0.75,1.0,1.0,1.0,1.0
russian,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spanish,0.8888888888888888,0.5,0.6666666666666666,0.75,1.0,0.75,1.0
swahili,0.5,0.8571428571428571,0.8333333333333334,1.0,1.0,1.0,1.0
turkish,1.0,0.75,0.7142857142857143,0.75,0.7142857142857143,1.0,0.6
