,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
english,0.3333333333333333,1.0,0.0,0.6666666666666666,0.75,0.3333333333333333,0.16666666666666666
french,0.6,0.3333333333333333,0.5,0.75,0.6,0.5,0.4
finnish,0.6666666666666666,1.0,0.0,0.625,0.75,0.6666666666666666,0.8
german,0.4,1.0,0.0,0.4,0.5,1.0,1.0
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,0.75
icelandic,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.5,0.6666666666666666,1.0
russian,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spanish,0.6666666666666666,0.0,0.0,1.0,1.0,0.5,1.0
swahili,0.6,1.0,1.0,0.6666666666666666,0.5,1.0,1.0
turkish,0.6666666666666666,1.0,0.5,0.8,0.3333333333333333,1.0,0.5
