,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
english,0.0,0.0,0.0,0.0,0.5,0.6,0.2857142857142857
french,0.0,0.3333333333333333,0.0,0.75,0.4,0.25,0.4
finnish,0.5,0.6666666666666666,0.0,0.8,0.75,0.5555555555555556,0.5
german,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6,0.6666666666666666,0.5
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334
icelandic,0.5,0.0,1.0,0.25,0.6,1.0,0.5
russian,1.0,1.0,1.0,0.0,1.0,1.0,1.0
spanish,0.5,0.4,0.0,0.5,0.5,1.0,1.0
swahili,0.0,1.0,1.0,0.6,1.0,1.0,0.6666666666666666
turkish,0.5,0.3333333333333333,0.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333
