,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
english,0.8333333333333334,0.6666666666666666,0.6,0.625,0.8888888888888888,1.0,0.7142857142857143
french,1.0,0.5,0.25,0.7142857142857143,0.75,0.8571428571428571,1.0
finnish,0.8571428571428571,1.0,0.6666666666666666,0.8333333333333334,0.8571428571428571,0.875,0.8888888888888888
german,1.0,0.625,0.625,0.75,1.0,0.875,1.0
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,1.0,0.4,0.8,1.0,0.8,1.0,1.0
russian,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spanish,0.8333333333333334,0.8571428571428571,0.7142857142857143,1.0,0.75,0.8,1.0
swahili,1.0,0.6666666666666666,0.875,1.0,1.0,1.0,1.0
turkish,1.0,0.75,0.42857142857142855,0.8,1.0,0.8333333333333334,0.75
