,1gram,2gram,3gram,sk2gram,sk3gram
arabic,1.0,1.0,1.0,1.0,0.8
english,1.0,1.0,0.75,0.8,0.6666666666666666
french,1.0,1.0,0.6666666666666666,0.75,0.3333333333333333
german,1.0,1.0,1.0,0.8571428571428571,1.0
russian,1.0,1.0,1.0,0.75,0.6666666666666666
