,1gram,2gram,3gram,sk2gram,sk3gram
arabic,0.9538876409710118,0.8470221729143899,0.6623556593022003,0.5134684144887968,0.3878061940500457
english,0.5006455866655265,0.5129514353573599,0.4550969752305956,0.49029033784546006,0.4231314987357343
french,0.4611346713721438,0.504778080586608,0.4643022972381767,0.36363285703063003,0.47809144373375745
german,0.5442718135254689,0.42655003663666735,0.5241527108273244,0.3803559007027543,0.3394237958309764
russian,0.7731957192191782,0.9001596476962644,0.7363370065619378,0.3722933278680354,0.40111414129781875
