,1gram,2gram,3gram,sk2gram,sk3gram
arabic,1.0,0.6666666666666666,0.8,0.75,0.8
english,0.75,0.75,1.0,0.6666666666666666,0.5
french,1.0,1.0,0.875,1.0,0.75
german,0.0,0.0,0.8888888888888888,0.6666666666666666,0.3333333333333333
russian,1.0,1.0,1.0,0.8333333333333334,0.2
