,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,0.9885695513900298
english,0.2820612876989427,0.4166666666666667,,0.25321991343428646,0.30036743812918654,0.4172218523448575,0.22992594574877076
french,0.29003113227566296,0.42857142857142855,0.28924558681268475,0.32564011038545404,0.2538613790377948,0.21086128606854787,0.3245691182055641
finnish,0.4315953079030419,0.3851085477164326,0.8979591836734694,0.4759021365394005,0.34758946911799316,0.39588039725443375,0.3570102115928896
german,1.0,0.4412371986661207,0.38642110057335866,1.0,0.39900018810121,0.3527847326567682,0.5033222956847166
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,0.9057236642639067,1.0,1.0,1.0
icelandic,0.46895213993174345,0.24293785310734464,0.43994134506405985,0.4024540491198457,0.5400617248673217,1.0,1.0
russian,1.0,1.0,1.0,1.0,0.9216463957792377,0.9975639283140214,0.9153098488742504
spanish,0.2192884070575452,0.3593919618153595,0.30061349693251527,0.5773502691896257,0.39447349990819486,0.35218565358232357,0.4426578203826811
swahili,0.3448667658117526,0.6219372752272875,0.36489077616724597,0.2319924603675551,0.3481553119113957,0.41796441156888414,0.38698637457445473
turkish,0.6148811500332856,0.447213595499958,0.47871355387816905,0.44432257867347535,1.0,1.0,1.0
