,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
english,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.25
french,0.6666666666666666,0.4,0.6666666666666666,0.0,0.5,0.0,0.25
finnish,0.3333333333333333,0.3333333333333333,0.6,1.0,1.0,1.0,0.75
german,0.5,0.5,0.6666666666666666,1.0,0.5,0.0,0.5
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.6,1.0,1.0,1.0,1.0,0.0,1.0
russian,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spanish,1.0,0.42857142857142855,0.4,1.0,0.5,0.0,0.6666666666666666
swahili,0.75,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.5
turkish,0.6666666666666666,1.0,0.5,1.0,1.0,1.0,0.5
