,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,0.9890083191315352
english,0.24286553082252327,0.3922322702763681,0.2801659073402629,0.3429408944877665,0.21230194390211174,0.37209302325581395,0.278230600456064
french,0.2771796199809707,0.276595744680851,0.29379344749445835,0.244141226079507,0.4448132096269678,0.2696602710881351,0.2948754557718217
finnish,0.5590169943749475,0.2905595302630775,0.4028713334889235,0.3912261203886288,0.45962956687344664,0.6423143420290136,0.464210683942534
german,0.3036409047186501,0.4516078502143014,0.3670722189284744,1.0,0.4372766361468454,1.0,0.9198662110077999
greek,1.0,1.0,1.0,0.9799946100592892,1.0,1.0,0.9974683435993181
hebrew,1.0,0.9877176475584217,0.993376317417305,1.0,1.0,1.0,1.0
icelandic,0.2984498518589496,1.0,0.3677848562449136,0.6133748537965211,0.5236349380886428,0.7163120567375887,0.41702882811414954
russian,1.0,1.0,1.0,1.0,0.9828996810861707,0.9946805492368541,1.0
spanish,0.20251710773382994,0.24027264451673117,0.37512936397845054,1.0,0.3540942237365974,1.0,1.0
swahili,0.4725945283594533,0.2939305577993863,0.5109955811291784,0.35351723439393684,0.43867968102358623,0.5064435647790344,0.19410745233968804
turkish,0.4593733993842589,1.0,0.5897678246195885,1.0,1.0,1.0,0.3997073883374142
