,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,0.9976771039427569,0.9946805492368541,0.9978632283304739
english,0.2894736842105263,,0.27065096025388213,0.29411764705882354,0.26308729371423895,0.3333333333333333,0.23886619069482612
french,0.2704080269881805,0.2461750200134567,0.23157894736842108,0.3048825894645885,0.23818557817669211,0.33945332057449606,0.22398682232525935
finnish,0.5578263284983576,0.23875432525951554,0.4027449392783087,0.3574278654666133,0.5099399017873869,0.4257852996968056,0.35188782189644763
german,0.2245176235071673,,0.5163977794943222,0.4137999215210036,0.28288959970678423,1.0,0.4193991631784338
greek,1.0,1.0,1.0,0.9957446808510638,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.5196828406118894,0.2537313432835821,0.485071250072666,1.0,1.0,0.6413043478260869,0.46884518255594576
russian,1.0,1.0,1.0,0.9982547886617122,0.8680268624833809,0.9980861156304802,0.8377013367138331
spanish,0.21630708091746167,1.0,0.4442963355348712,0.4140393356054125,0.5676462121975467,1.0,0.3180175952969783
swahili,0.4551706658077124,0.48836736150771615,0.3687793113170496,0.4280010550895275,0.38394940697690505,0.40445541617521874,0.45359918466100696
turkish,0.5644034656521484,0.2924302819219532,1.0,0.5586606751621251,1.0,0.44395200087130027,0.5048781642974013
