,5
arabic-1gram,1.0
arabic-2gram,1.0
arabic-3gram,1.0
arabic-sk2gram,1.0
arabic-sk3gram,0.9992509329671851
arabic-xsk2gram,1.0
arabic-xsk3gram,0.9987729913565936
english-1gram,0.735597246622236
english-2gram,0.0
english-3gram,0.45133709704332126
english-sk2gram,0.43658750808155933
english-sk3gram,0.4202837662128623
english-xsk2gram,0.3938345578169932
english-xsk3gram,0.1868706027243673
french-1gram,0.5766571269810661
french-2gram,0.0
french-3gram,0.0
french-sk2gram,0.27602513063837947
french-sk3gram,0.45571789257385636
french-xsk2gram,0.4487407305134014
french-xsk3gram,0.3490444601314797
finnish-1gram,0.6815799215367296
finnish-2gram,0.7088890629652118
finnish-3gram,0.0
finnish-sk2gram,0.5967527189253591
finnish-sk3gram,0.547667956704168
finnish-xsk2gram,0.6913948456202859
finnish-xsk3gram,0.6806953418866665
german-1gram,1.0
german-2gram,0.356620886848463
german-3gram,1.0
german-sk2gram,0.6690234375189938
german-sk3gram,0.5574509695797839
german-xsk2gram,0.9004776630812594
german-xsk3gram,1.0
greek-1gram,1.0
greek-2gram,1.0
greek-3gram,1.0
greek-sk2gram,1.0
greek-sk3gram,1.0
greek-xsk2gram,1.0
greek-xsk3gram,1.0
hebrew-1gram,1.0
hebrew-2gram,1.0
hebrew-3gram,1.0
hebrew-sk2gram,1.0
hebrew-sk3gram,1.0
hebrew-xsk2gram,1.0
hebrew-xsk3gram,1.0
icelandic-1gram,1.0
icelandic-2gram,0.8423292192132454
icelandic-3gram,0.0
icelandic-sk2gram,0.48362732287950805
icelandic-sk3gram,0.6041039949180493
icelandic-xsk2gram,1.0
icelandic-xsk3gram,0.8742195667545432
russian-1gram,1.0
russian-2gram,1.0
russian-3gram,1.0
russian-sk2gram,0.9977774850697856
russian-sk3gram,0.9914754380947413
russian-xsk2gram,1.0
russian-xsk3gram,0.9528509668954918
spanish-1gram,0.4585754655420988
spanish-2gram,0.29005439233501434
spanish-3gram,0.38595282133533515
spanish-sk2gram,0.5137909665801933
spanish-sk3gram,0.4256969938616241
spanish-xsk2gram,1.0
spanish-xsk3gram,0.8544510266324964
swahili-1gram,0.823626318670327
swahili-2gram,0.7280515838483355
swahili-3gram,0.3273225700767972
swahili-sk2gram,0.5520041824568487
swahili-sk3gram,0.7670596832827857
swahili-xsk2gram,0.758850585645522
swahili-xsk3gram,0.7910662549744325
turkish-1gram,0.6923736296333968
turkish-2gram,0.6477940398203247
turkish-3gram,0.8189171263722479
turkish-sk2gram,0.7168005995664871
turkish-sk3gram,0.475505263930553
turkish-xsk2gram,0.5425526440465583
turkish-xsk3gram,0.6680469446942556
