,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,0.9957534916893199
english,0.6557033743722169,0.29411764705882354,0.36591286555084496,0.3436770254401413,0.39190337145071763,0.3511102649886279,0.3227486121839514
french,0.7186082239261684,0.4359012926165245,0.2981901112352139,0.32016247030958184,0.33212044887990166,0.38446415681585194,0.3808575388201277
finnish,0.7761549430962612,0.45423229242457647,0.5135525910130955,0.5045799946498424,0.3778831538815464,0.5808865763739277,0.5818603767907905
german,0.850399725399362,0.5084039024278983,0.28592391329077144,0.9085602964160698,0.6098842850038286,0.7032677738339186,0.6012854886644342
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.7315174163730825,0.453756329531588,1.0,0.5086223840955505,1.0,1.0,1.0
russian,1.0,1.0,1.0,1.0,0.9967372557914094,0.9561607552374118,0.8954099342177039
spanish,0.8739351325046805,0.5843487097907776,0.28365431446558775,0.5319381817552253,0.7255089936070388,1.0,0.7909129169328468
swahili,0.7368062997280773,0.5955016366513178,0.34788045493931347,0.6909699047318639,0.6220324035351371,0.45930543343754565,0.5068595377858305
turkish,1.0,0.6861756662929617,0.7790872728179328,0.4947037979673529,1.0,0.8442622469692609,1.0
