,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
english,0.8571428571428571,0.0,0.8,0.5,0.6,0.5,0.5
french,0.75,0.6666666666666666,0.5,0.5,0.6,0.6,0.5
finnish,1.0,0.6,0.5,0.8333333333333334,0.75,1.0,0.8571428571428571
german,1.0,0.6666666666666666,0.5,1.0,1.0,1.0,1.0
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,1.0,0.6,1.0,0.6666666666666666,1.0,1.0,1.0
russian,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spanish,1.0,1.0,0.0,0.5,1.0,1.0,1.0
swahili,1.0,1.0,0.5,1.0,1.0,0.8,1.0
turkish,1.0,1.0,1.0,0.6,1.0,0.8571428571428571,1.0
