,6
arabic-1gram,1.0
arabic-2gram,1.0
arabic-3gram,1.0
arabic-sk2gram,1.0
arabic-sk3gram,1.0
arabic-xsk2gram,1.0
arabic-xsk3gram,0.9978260355858325
english-1gram,0.6122625928508039
english-2gram,0.0
english-3gram,0.4636522327546949
english-sk2gram,0.30923560675848927
english-sk3gram,0.0
english-xsk2gram,0.3913814968000644
english-xsk3gram,0.59375
french-1gram,0.0
french-2gram,0.47541924172711064
french-3gram,0.4039332304943721
french-sk2gram,0.31845450239179257
french-sk3gram,0.31660803920518304
french-xsk2gram,0.439432235175472
french-xsk3gram,0.2455337806558557
finnish-1gram,0.7050542819087061
finnish-2gram,0.5812815013057049
finnish-3gram,0.5531066581829484
finnish-sk2gram,0.5407209416003192
finnish-sk3gram,0.5506810096403163
finnish-xsk2gram,0.655629919778202
finnish-xsk3gram,0.6513582169660771
german-1gram,0.5724786227095063
german-2gram,0.2719333474261127
german-3gram,0.8132664019806749
german-sk2gram,0.5305211273967014
german-sk3gram,1.0
german-xsk2gram,0.6491237346755528
german-xsk3gram,0.817891373801917
greek-1gram,1.0
greek-2gram,1.0
greek-3gram,1.0
greek-sk2gram,1.0
greek-sk3gram,1.0
greek-xsk2gram,1.0
greek-xsk3gram,0.9993252325830247
hebrew-1gram,1.0
hebrew-2gram,1.0
hebrew-3gram,1.0
hebrew-sk2gram,1.0
hebrew-sk3gram,1.0
hebrew-xsk2gram,1.0
hebrew-xsk3gram,1.0
icelandic-1gram,0.5284422533975426
icelandic-2gram,0.38205268770693196
icelandic-3gram,0.5175078150254581
icelandic-sk2gram,1.0
icelandic-sk3gram,0.7320508075688773
icelandic-xsk2gram,0.6283021114624545
icelandic-xsk3gram,0.5192593015921397
russian-1gram,1.0
russian-2gram,1.0
russian-3gram,1.0
russian-sk2gram,0.9920554789247528
russian-sk3gram,0.9387078232002299
russian-xsk2gram,1.0
russian-xsk3gram,0.9632440877944698
spanish-1gram,0.7119798993705919
spanish-2gram,0.5126255382942885
spanish-3gram,0.47178094882404803
spanish-sk2gram,0.4307199521565251
spanish-sk3gram,0.5485921292703819
spanish-xsk2gram,1.0
spanish-xsk3gram,0.7748517734455862
swahili-1gram,0.7670478809671664
swahili-2gram,0.5904839273844035
swahili-3gram,0.6918479796241481
swahili-sk2gram,0.4959327870746962
swahili-sk3gram,0.5948876171180173
swahili-xsk2gram,0.7879031003723584
swahili-xsk3gram,0.6079318603176177
turkish-1gram,1.0
turkish-2gram,1.0
turkish-3gram,0.5264552299710111
turkish-sk2gram,0.6747586745398946
turkish-sk3gram,0.46153846153846156
turkish-xsk2gram,0.6373739262527252
turkish-xsk3gram,1.0
