,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,0.9976635258622153
english,,,,0.19791666666666666,0.2597168751887292,0.35598052237406114,0.31292754643638077
french,0.2081665999466133,0.150997150997151,0.24657534246575344,0.24681882066458014,0.308965460969673,0.32383159743181605,0.34767382818752424
finnish,0.4217163326508746,0.2687419249432849,0.2096104329965463,0.5363091934886145,0.4425322755267557,0.40185616288792925,0.4307894737657834
german,0.5516772843673705,0.5987408170800916,0.6428571428571429,1.0,1.0,0.3858267716535433,0.5435573065046091
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.32038200912285164,0.5091750772173155,,0.3810827174991033,0.7844645405527362,1.0,1.0
russian,1.0,1.0,1.0,1.0,0.9135684039934859,0.8844508019067374,0.8946388146452541
spanish,0.23162078546212142,0.24431881343928963,0.4845015831115092,0.35566265672814595,0.47265659343666083,0.816496580927726,0.5075192189225524
swahili,0.662601524943924,0.42178861823062624,0.3379501385041551,0.44643631329081374,0.3289571187647825,0.3675629493790718,0.5932407764328309
turkish,0.6562387030162826,0.6172133998483676,0.2416666666666667,0.4807498567691362,0.3853753674016882,0.5649326828660322,0.41103534572174505
