,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
english,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7142857142857143,1.0,0.5714285714285714,0.2
french,0.875,0.5,0.14285714285714285,0.6,0.75,0.5,0.75
german,0.6666666666666666,0.75,0.6,0.8,0.625,1.0,0.75
greek,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.5
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091
russian,1.0,1.0,1.0,1.0,1.0,1.0,1.0
