,1g,2g,3g,sk2g,sk3g
arabic,0.8809600417512929,0.8533623705367199,0.6420317808844155,0.6248433988769702,0.5462877598329932
english,0.5210832241299662,0.5348321960014266,0.5210621412005063,0.5392712936882552,0.4370422347709392
french,0.49687447803488316,0.5109835348976397,0.4872124086382456,0.4573152616177426,0.5546432970575561
german,0.5294257786138115,0.5905718045425496,0.5285370385133151,0.5288221048296439,0.4335760047602951
russian,0.6512194942613626,0.9189096988364411,0.8066486505369683,0.6266621689854119,0.47119150856216435
