,1g,2g,3g,sk2g,sk3g
arabic,0.8594095079030892,0.6617142093872783,0.6408841379663096,0.4414093360241216,0.46324607024771774
english,0.5735925875488873,0.7368062997280773,0.4684399465498147,0.3804936783996382,0.3620788671287914
french,0.5469410221988806,0.46355623053786726,0.43037503276031863,0.5606800328149294,0.4097195735045962
german,0.5314801996318074,0.45269481397607414,0.5939417829007139,0.4082549295142484,0.3544518816762606
russian,0.8970199196145319,0.6807315916464074,0.5463844111664552,0.42807403371262853,0.4334397283277512
