,7
arabic-1g,0.9367131913456952
arabic-2g,0.9208802165219234
arabic-3g,0.764415298423229
arabic-sk2g,0.7691121486647121
arabic-sk3g,0.667288636319497
english-1g,0.6310981347575756
english-2g,0.6969259537228648
english-3g,0.666113741991868
english-sk2g,0.7006838832108727
english-sk3g,0.5902998887304881
french-1g,0.6638826238619374
french-2g,0.63718042021646
french-3g,0.6552021833711807
french-sk2g,0.6052678175636774
french-sk3g,0.7135312622610203
german-1g,0.6923196745037922
german-2g,0.7425905612760423
german-3g,0.6721902050440309
german-sk2g,0.6918033212092656
german-sk3g,0.5459195366222812
russian-1g,0.7887739897991836
russian-2g,0.9577414709964053
russian-3g,0.8929778906343719
russian-sk2g,0.7328451573543053
russian-sk3g,0.6239056956804485
purity_threshold,0.37040911034085894
