,1g,2g,3g,sk2g,sk3g
arabic,0.8985775778904761,0.6057657907701729,0.6552170190236116,0.6019178586977667,0.5847599761964899
english,0.543729059212208,0.45961223166685383,0.4223114216573037,0.5204394367883549,0.4944132324730442
french,0.5242940744954786,0.5150721077233871,0.493242414866094,0.5136573469293542,0.4843281754084863
german,0.5248732772981682,0.47404873994678925,0.4843281754084863,0.5450084286296083,0.5293821854511224
russian,1.0,0.6338053165784536,0.5247165528901173,0.5816197894993967,0.486086744158477
