,1g,2g,3g,sk2g,sk3g
arabic,1.0,1.0,1.0,1.0,0.9943156044215657
english,0.93690184338411,0.5936260802717518,0.5850206645937672,0.7435799364634573,0.690078531477465
french,0.7553028260572812,0.6074415805898918,0.6338633736749106,0.6937536592339335,0.6560373687367155
german,0.820335356007638,0.6045660380464937,0.6822948857877602,0.6505352861916555,0.6480451862097709
russian,1.0,1.0,1.0,1.0,0.9938041754172495
