,1gram,2gram,3gram,sk2gram,sk3gram
arabic,0.95,1.0,1.0,1.0,1.0
english,1.0,1.0,1.0,1.0,0.9230769230769231
french,1.0,1.0,1.0,1.0,0.9411764705882353
german,1.0,1.0,1.0,1.0,1.0
russian,0.0,0.0,0.0,0.0,0.0
