,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
english,0.6153846153846154,0.3333333333333333,0.5555555555555556,0.5833333333333334,0.375,0.6666666666666666,0.25
french,0.8125,0.7,0.3333333333333333,0.7272727272727273,0.6153846153846154,0.7142857142857143,0.4166666666666667
german,0.7333333333333333,0.6363636363636364,0.6666666666666666,0.75,0.8,0.7333333333333333,0.8181818181818182
russian,1.0,1.0,1.0,1.0,1.0,1.0,1.0
