,1gram,2gram,3gram,sk2gram,sk3gram
arabic,1.0,1.0,1.0,0.8571428571428571,1.0
english,0.0,1.0,1.0,0.8,0.4
french,1.0,1.0,1.0,0.75,0.0
german,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666
greek,1.0,1.0,1.0,1.0,0.8
russian,1.0,1.0,0.8571428571428571,1.0,0.75
