,8
arabic-1g,0.7351093124622816
arabic-2g,0.6833050194884779
arabic-3g,0.7000553665699059
arabic-sk2g,0.5878464737935306
arabic-sk3g,0.4605528132414099
arabic-xsk2g,0.5355241627746617
arabic-xsk3g,0.2801647593216432
english-1g,0.43121619710404124
english-2g,0.43809973525625806
english-3g,0.4627289230240277
english-sk2g,0.4900648432961813
english-sk3g,0.3195978292272613
english-xsk2g,0.31777217086778814
english-xsk3g,0.341538226115765
french-1g,0.49713023780549254
french-2g,0.35462285554854983
french-3g,0.4632172620467991
french-sk2g,0.32037724101704074
french-sk3g,0.38204934466432705
french-xsk2g,0.42535487226986385
french-xsk3g,0.33435190864617975
finnish-1g,0.5246993528786124
finnish-2g,0.397148278101491
finnish-3g,0.4484561894820703
finnish-sk2g,0.44516440061132284
finnish-sk3g,0.5130473916859156
finnish-xsk2g,0.49659828880576845
finnish-xsk3g,0.4939739513876366
german-1g,0.45039420086590687
german-2g,0.48943098645895583
german-3g,0.5141834101311996
german-sk2g,0.49067162980165246
german-sk3g,0.45836550119064495
german-xsk2g,0.49226960565261574
german-xsk3g,0.4932121111929344
greek-1g,0.8991359720332323
greek-2g,0.6348630929770103
greek-3g,0.4929396087835336
greek-sk2g,0.39695413912263416
greek-sk3g,0.37549019793901106
greek-xsk2g,0.35753943269246813
greek-xsk3g,0.41987995550796925
hebrew-1g,0.9497425908391387
hebrew-2g,0.6843784825036735
hebrew-3g,0.724452866364307
hebrew-sk2g,0.5853858091182292
hebrew-sk3g,0.42608000967143356
hebrew-xsk2g,0.540034958307406
hebrew-xsk3g,0.4593905259632265
icelandic-1g,0.5468239286862849
icelandic-2g,0.5523730590643258
icelandic-3g,0.5326790024601724
icelandic-sk2g,0.4226086180735089
icelandic-sk3g,0.40936201746485973
icelandic-xsk2g,0.4751569043826894
icelandic-xsk3g,0.3219343742116337
russian-1g,0.7166588578213328
russian-2g,0.5229318249192085
russian-3g,0.4170935983941493
russian-sk2g,0.5648415892707572
russian-sk3g,0.41218004760179056
russian-xsk2g,0.538820762174985
russian-xsk3g,0.47622949766503525
spanish-1g,0.3525857187239114
spanish-2g,0.4195277378569757
spanish-3g,0.4443720427247026
spanish-sk2g,0.42525831442170725
spanish-sk3g,0.6666666666666666
spanish-xsk2g,0.4
spanish-xsk3g,0.5320671304217385
swahili-1g,0.602969119096456
swahili-2g,0.43703533574583714
swahili-3g,0.44926162062544
swahili-sk2g,0.33675064039023056
swahili-sk3g,0.45867535084835687
swahili-xsk2g,0.4530803494516176
swahili-xsk3g,0.4672242458785383
turkish-1g,0.5122435339475649
turkish-2g,0.5747868943951263
turkish-3g,0.4343620931760825
turkish-sk2g,0.35667973306536765
turkish-sk3g,0.320051228692168
turkish-xsk2g,0.24187770976638806
turkish-xsk3g,0.45407728273007164
