,5
arabic-1g,0.9194448808978454
arabic-2g,0.7375319853952079
arabic-3g,0.48000041022656015
arabic-sk2g,0.4425794201673854
arabic-sk3g,0.43335683808562786
arabic-xsk2g,0.5352506665329287
arabic-xsk3g,0.47237431726791124
english-1g,0.514866892127424
english-2g,0.40478890876175255
english-3g,0.3632431654553662
english-sk2g,0.4209393713985391
english-sk3g,0.3866277105824663
english-xsk2g,0.4277135593714237
english-xsk3g,0.4867342906486487
french-1g,0.4974270203124231
french-2g,0.4052904837487596
french-3g,0.46008386234944215
french-sk2g,0.4317661758151675
french-sk3g,0.40633194724600685
french-xsk2g,0.5797958971132712
french-xsk3g,0.4665990500063259
finnish-1g,0.55288687415919
finnish-2g,0.4360319672350287
finnish-3g,0.4873661121054965
finnish-sk2g,0.4386693140446166
finnish-sk3g,0.36292454317044737
finnish-xsk2g,0.4052829061958686
finnish-xsk3g,0.3776562228020994
german-1g,0.6102320545809179
german-2g,0.474923262437786
german-3g,0.5192810016105409
german-sk2g,0.4403731648331755
german-sk3g,0.48496448324207997
german-xsk2g,0.4546306258431431
german-xsk3g,0.4598756589211874
greek-1g,0.9495832750514367
greek-2g,0.7010531145052323
greek-3g,0.7297743870808869
greek-sk2g,0.5329272811591997
greek-sk3g,0.5194213509467636
greek-xsk2g,0.532366591035771
greek-xsk3g,0.5369393015980186
hebrew-1g,0.8702074750959212
hebrew-2g,0.7776754634813785
hebrew-3g,0.5450377826269638
hebrew-sk2g,0.6338684423757271
hebrew-sk3g,0.52231680096929
hebrew-xsk2g,0.5574105454708417
hebrew-xsk3g,0.5811062915787585
icelandic-1g,0.4711045411299818
icelandic-2g,0.3771483932391962
icelandic-3g,0.4487527269403368
icelandic-sk2g,0.4191988049738869
icelandic-sk3g,0.48568803247980613
icelandic-xsk2g,0.5320671304217385
icelandic-xsk3g,0.3979978805828375
russian-1g,0.8663567064840378
russian-2g,0.5612718415304576
russian-3g,0.5421489213541729
russian-sk2g,0.4738902317189968
russian-sk3g,0.37710146840903674
russian-xsk2g,0.4404805131871451
russian-xsk3g,0.4395479548308151
spanish-1g,0.49573816971284423
spanish-2g,0.4536735890503628
spanish-3g,0.3982479827958977
spanish-sk2g,0.38479761223174136
spanish-sk3g,0.42149027008009277
spanish-xsk2g,0.44459878688216
spanish-xsk3g,0.5248700847413889
swahili-1g,0.557955852640517
swahili-2g,0.4530025909174478
swahili-3g,0.3996883515706985
swahili-sk2g,0.43212104668068735
swahili-sk3g,0.4816027707544012
swahili-xsk2g,0.4489441290175257
swahili-xsk3g,0.46081662740772306
turkish-1g,0.4447143924195957
turkish-2g,0.547957032753553
turkish-3g,0.5091643031839043
turkish-sk2g,0.4175857944047805
turkish-sk3g,0.37276524720988835
turkish-xsk2g,0.4346760038148439
turkish-xsk3g,0.40845252902082096
