,1g,2g,3g,sk2g,sk3g,xsk2g,xsk3g
arabic,0.5811643011565464,0.5189546778882844,0.5385270638201778,0.4162766037009366,0.31252440249162383,0.36567633904379737,0.24162430076664107
english,0.27487292787445955,0.28049149177149046,0.3010067189543957,0.3245601912905919,0.2178080698824812,0.2015932312520348,0.22957579553162175
french,0.33078730460288014,0.22780110081737542,0.30142013611094143,0.23570226039551587,0.2509456966852454,0.2828622596591902,0.23174676544826014
finnish,0.35565588200778453,0.2584489670170347,0.2890386893634467,0.28630962706690694,0.3450327796711771,0.3303164318013807,0.32799827854423835
german,0.29065082301420364,0.3240043864739698,0.3460611583133573,0.3250926965198243,0.3211994743807676,0.3264971028628052,0.32732683535398854
greek,0.8167547936813636,0.4650545228913944,0.3381471808684753,0.2582845590109968,0.25043592144604937,0.23471670024578473,0.2657266180323345
hebrew,0.9042950638148486,0.5201940477578001,0.567954603370397,0.4138130473251798,0.27071262344313096,0.3698958145472597,0.2981875249407048
icelandic,0.37629571493834163,0.38157141418444396,0.3630282694470294,0.2679161449185622,0.2573571246000446,0.3116103589598043,0.21220401129092317
russian,0.5584320756713956,0.3762335293508133,0.27380534608821,0.39357438527203836,0.25958865611887705,0.36875747220240207,0.31253361115422584
spanish,0.2496434576436211,0.2654445433215776,0.307622909208551,0.27004956960007037,0.5,0.25,0.3624601243342973
swahili,0.43160758100528135,0.2932876142748227,0.2897081974630918,0.21711852081087685,0.2975851655268183,0.2928919736012151,0.3048223098664138
turkish,0.34430603773931856,0.4032989116748133,0.2774345787636412,0.23397625978961173,0.20004002401761412,0.18980225814672022,0.2937257326368578
