,1gram,2gram,3gram,sk2gram,sk3gram
arabic,1.0,1.0,1.0,1.0,0.8571428571428571
english,1.0,1.0,1.0,0.8333333333333334,1.0
french,1.0,0.8,1.0,0.6666666666666666,0.6666666666666666
german,1.0,1.0,1.0,0.6,0.8571428571428571
russian,1.0,1.0,1.0,1.0,1.0
