,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,1.0
english,0.0,0.0,0.0,0.0,0.0,1.0,0.0
french,0.2,0.2,0.0,0.6,0.25,0.3333333333333333,0.3333333333333333
finnish,0.5,0.0,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5
german,0.0,0.0,0.5,0.3333333333333333,0.2,1.0,0.6666666666666666
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.6666666666666666,0.0,0.5,1.0,1.0,1.0,0.6666666666666666
russian,1.0,1.0,1.0,1.0,1.0,1.0,1.0
spanish,0.0,1.0,0.6666666666666666,0.5,0.5,1.0,0.5
swahili,0.75,1.0,0.5,1.0,0.6666666666666666,0.5,0.6666666666666666
turkish,0.6666666666666666,0.4,1.0,1.0,1.0,0.3333333333333333,0.5
