,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,0.9985029872972336,1.0,0.9975489901234905
english,0.5817744738827396,0.27230002934486813,0.4113063728303113,0.34313363695510674,0.36249094101372326,0.32485731650971544,0.27008099639425803
french,0.4508026720544887,0.252885893673176,0.28317012055913815,0.30809832753236344,0.3673751294248959,0.35839083688383533,0.30960432173268915
finnish,0.6245997069284862,0.5490535651361391,0.23655913978494625,0.47585693392451756,0.4647168909270202,0.5283448894468177,0.5159500784754996
german,1.0,0.3834066989048831,1.0,0.6713969305935412,0.4789823781042941,0.8189716869279107,1.0
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,1.0,0.7276068751089989,0.15679733110925773,0.468292905790847,0.5522761844541716,1.0,0.7765453555044466
russian,1.0,1.0,1.0,0.9955648273769439,0.9830949840445045,1.0,0.9099478075919635
spanish,0.3829462805362662,0.3453923084662242,0.31426968052735443,0.5283642746890013,0.3706205516178807,1.0,0.745887820160771
swahili,0.7001400420140049,0.5723908097240981,0.32152474274747594,0.4213789201952572,0.6221385357282607,0.6114095344759118,0.6543503796047173
turkish,0.642970860386013,0.6299605249474366,0.6933612743506347,0.6492763461702079,0.45329841391162456,0.4573983249691309,0.6694329500821695
