,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,0.9882893212636057,0.9979079314588826,0.99742929457236
english,0.24193977194269384,0.24545057970038564,0.3347285847280512,,0.20880435312744838,0.2727272727272727,0.27239613696794407
french,0.37192824414541675,0.3002198372303757,0.2942342410021954,0.1841779975278121,0.3385616462683639,,0.2929500336098715
finnish,0.3735298716260334,0.347066696110309,0.4022419550178557,0.8181818181818182,0.5550114583541097,0.9206349206349206,0.4392895037326787
german,0.48199920365414745,0.434089467414677,0.3855528451976482,0.6579025922547519,0.4008918628686366,,0.4225771273642583
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,0.9829960863365974,1.0,1.0
icelandic,0.46651810381548076,0.7310821513765273,0.539861255327151,1.0,1.0,0.2564102564102564,1.0
russian,1.0,1.0,1.0,0.9140840529335531,0.9443953541901001,0.9283177667225558,0.896978766113503
spanish,0.3307086614173228,0.28199479967750607,0.4098779046834182,1.0,0.447213595499958,,0.412886257900894
swahili,0.4625657738935317,0.2899057989374997,0.41578861372223175,0.33993570280226704,0.28804111739332316,0.14677103718199608,0.4117861424706426
turkish,0.5685598355317023,0.6725927091345493,0.4592793267718459,0.38098260696670655,0.5773502691896257,0.5897678246195885,0.49559462778335206
