,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,0.9973226190241111,1.0,1.0,1.0
english,0.18548387096774194,0.23958333333333337,0.3908679799852858,0.2956202908576987,0.2406853473965143,0.28711908025093824,0.2510510752232304
french,0.32113081446662817,0.31972109233515433,0.26666666666666666,,0.37535408384498675,0.29298474140142045,0.349298946537901
finnish,0.49453535504684026,0.39582297638668446,0.281880243493652,,0.3242600021757188,0.4877096077646838,0.3849224677158667
german,0.3608965906603639,0.36518915029980026,0.3526956433068199,0.15120967741935484,0.33128072235631806,0.5916079783099616,0.42769946138415077
greek,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.4697619273297631,0.384624293811541,1.0,0.7559289460184544,1.0,0.6146362971528592,0.34787344343760956
russian,1.0,1.0,0.9959096604677377,0.9957355105295125,0.9299811099505543,0.9493037873414487,0.7700039623397371
spanish,0.21599583961052526,0.3949209711739944,0.30130755684322996,1.0,1.0,0.25344843876242584,0.4656903154237997
swahili,0.2659839875257367,0.4409920141078408,0.45325606865665347,0.42857142857142855,0.4039481750623771,0.2877153247793189,0.357011480501527
turkish,1.0,1.0,1.0,1.0,0.3956579446653234,0.34383886479411313,0.5400617248673217
