,1gram,2gram,3gram,sk2gram,sk3gram
arabic,1.0,1.0,1.0,0.9869982585257425,0.9688021058139826
english,0.9451603905114887,0.8820098652724842,0.8908987181403393,0.6624960925614687,0.8241342253006606
french,0.9788858235426144,0.9347088591744518,0.6722380185195305,0.6935608891950629,0.755942622490677
german,0.9370687657051896,0.9564458525720141,0.8257117135949055,0.8970021039680639,0.7560136916222854
russian,1.0,1.0,1.0,0.993747549204359,0.9194592775159782
