,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,0.8,0.8,0.5,0.5714285714285714
english,1.0,1.0,0.9,0.9090909090909091,1.0,0.8,0.75
french,1.0,1.0,1.0,0.8333333333333334,1.0,0.625,0.0
german,1.0,1.0,0.8,1.0,0.25,1.0,0.8333333333333334
russian,1.0,1.0,0.875,1.0,1.0,0.8181818181818182,0.3333333333333333
