,1gram,2gram,3gram,sk2gram,sk3gram
arabic,1.0,1.0,0.8333333333333334,0.8,1.0
english,1.0,1.0,1.0,0.8,1.0
french,0.0,1.0,1.0,1.0,0.0
german,1.0,0.75,1.0,0.6666666666666666,0.5
greek,1.0,1.0,1.0,1.0,0.0
russian,1.0,1.0,1.0,1.0,0.6666666666666666
