,1gram,2gram,3gram,sk2gram,sk3gram
arabic,1.0,1.0,1.0,1.0,0.8823529411764706
english,1.0,1.0,1.0,1.0,0.8
french,1.0,1.0,1.0,1.0,0.9
german,1.0,1.0,1.0,1.0,0.8888888888888888
russian,1.0,1.0,1.0,1.0,0.8888888888888888
