,1gram,2gram,3gram,sk2gram,sk3gram
arabic,0.7696543345464762,0.7995772237459414,0.7714981588329987,0.4622183514260459,0.41859335462121017
english,0.561069025518875,0.4441608859152901,0.4586649465298739,0.4469352794505216,0.3600411499115478
french,0.43193660582765925,0.5155709371386992,0.3935955485397288,0.4207256417148412,0.3738324125631066
german,0.46252591163169593,0.44863339754411863,0.4891095889910914,0.5105398127126924,0.3955423059240941
russian,0.8049924407551043,0.6052492760346726,0.6721891373761483,0.5681096832337497,0.3781781176309168
