,1gram,2gram,3gram,sk2gram,sk3gram
arabic,1.0,1.0,1.0,1.0,0.9174014451319407
english,1.0,0.8338687959578627,0.7532265541738525,0.79015775720045,0.7331576055466561
french,0.9714535796606537,0.79632441287361,0.8072771135638801,0.7658626513299654,0.6776466425734238
german,0.923853755043678,0.9244017406098535,0.5567110839454564,0.7099638938457332,0.7974358279943258
russian,1.0,1.0,1.0,0.9782191779821827,0.8705505632961241
