,13
arabic-1gram,1.0
arabic-2gram,1.0
arabic-3gram,1.0
arabic-sk2gram,0.9766913070213615
arabic-sk3gram,1.0
arabic-xsk2gram,1.0
arabic-xsk3gram,0.8358961821919425
english-1gram,0.8078516022217389
english-2gram,0.5448504983388704
english-3gram,0.6456548145487229
english-sk2gram,0.7519511472016462
english-sk3gram,0.6101922575475615
english-xsk2gram,0.715403434514401
english-xsk3gram,0.7085122553258225
french-1gram,0.7869025984339071
french-2gram,0.6681564357338187
french-3gram,0.6953906506920386
french-sk2gram,0.8182976084844678
french-sk3gram,0.8264848950610538
french-xsk2gram,0.7313636744549902
french-xsk3gram,0.758689140181919
german-1gram,0.8657235130183877
german-2gram,0.7421754450041791
german-3gram,0.7205028661986084
german-sk2gram,0.7211928737598595
german-sk3gram,0.6172439003124043
german-xsk2gram,0.7708363987357115
german-xsk3gram,0.6171263260855633
russian-1gram,1.0
russian-2gram,1.0
russian-3gram,1.0
russian-sk2gram,0.989794855663562
russian-sk3gram,0.9554451496332286
russian-xsk2gram,0.931352347839532
russian-xsk3gram,0.89050142654524
