,1gram,2gram,3gram,sk2gram,sk3gram
arabic,1.0,1.0,0.7142857142857143,1.0,0.5
english,0.0,1.0,1.0,0.75,0.5
french,1.0,1.0,0.6,0.75,0.5714285714285714
german,1.0,1.0,1.0,0.8,0.5
russian,1.0,1.0,1.0,0.8571428571428571,1.0
