,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,1.0,0.9952829487322838
english,0.3620689655172414,0.3497352495207559,0.3977968960639124,0.2407989446649987,0.27282050752620696,0.4444444444444444,0.36407955965483424
french,0.3725687076237387,0.36595909103943824,0.427617987059879,0.3534683915800023,0.27401088393844336,0.3829683171662849,0.2998021348276691
finnish,0.31323360011334195,0.5347121840599356,0.48229251889780633,0.4999730639729662,0.39361237835154256,0.5675423203230177,0.39924810696986723
german,0.3455906341658837,0.41261520349079445,0.42000064697628464,0.545544725589981,0.5590169943749475,0.4435327625727437,0.4753764426695043
greek,1.0,1.0,1.0,1.0,0.9714127805419094,1.0,0.8474876923747772
hebrew,1.0,1.0,1.0,1.0,1.0,0.9589793491661018,1.0
icelandic,0.43277610833777214,0.45336373043473027,0.48224282217041214,0.5352945751860922,0.8897058823529411,0.5345973517557291,0.42874709458355337
russian,1.0,1.0,1.0,0.9861991818181842,0.9975062240620463,0.8498422386075124,1.0
turkish,0.443078539204199,0.5698028822981898,0.6104735835807844,0.5345224838248488,0.57282196186948,0.5509731650193397,1.0
