,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,0.9980713507153429,0.800441292084426,0.9953487699710667
english,0.2898549792979936,0.3652643838759045,0.3425513383960968,0.34884541231485566,0.30365430223405326,0.3630700384487039,0.3248373047145347
french,0.30503250286603506,0.4244364523800282,0.26296296296296295,0.3206505671627678,0.307401504035841,0.4174235549683609,0.30292958972347295
finnish,0.48841608871962855,0.5549382746714104,0.6006117717478902,0.6129177933785364,0.4706765168761403,0.5868618365404404,0.733512008838052
german,0.3878315101385521,0.4298550269159448,0.46305455371743265,0.5188745216627708,0.49307811025205006,0.4753826885415284,0.4948716593053935
greek,1.0,1.0,1.0,1.0,0.8969108026103016,0.9921871808374373,0.8670694387164803
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.5177261241409733,0.5825176919817994,0.9675588936937934,0.6503999708983716,0.5693700868589632,0.5340602515380182,1.0
russian,1.0,1.0,1.0,1.0,1.0,1.0,0.8576936495172456
turkish,0.4645792449142343,0.5712025072335816,0.31692547661991505,0.5069511971486094,1.0,1.0,0.3945998962459648
