,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,0.9963029946835802,0.9966385444980886,1.0,0.9046656923301041
english,0.3411905880627154,0.3929068658840436,0.39338967404642633,0.29093891246108344,0.3453676004968535,0.44269012962721294,0.4653868226369048
french,0.36015644992764295,0.45339976051427183,0.27204116529385,0.35767533017886344,0.43429066768534114,0.3855468314453163,0.3784335828965507
finnish,0.43264312332405797,0.49361002317908215,0.41390621025119456,0.6107156051124357,0.6499390898486835,0.7907868890135439,0.622932958843717
german,0.45010077795831016,0.674199862463242,0.4161791450287817,1.0,0.35825375753061317,0.549883240704226,0.41174496969219615
greek,1.0,1.0,1.0,1.0,0.9957981706518437,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.7887237747163925,0.5181441085789106,0.5235132083008979,0.47721357223183336,0.679782787803146,0.5173727766623445,1.0
russian,1.0,1.0,1.0,0.9422257961882641,0.9439722619813936,0.9921426849453145,0.944111331881026
turkish,0.8642007581331342,0.4268461220269916,0.5389090338563629,0.6838911999336903,1.0,0.7948082789948551,1.0
