,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,0.9983909773818429,1.0,0.7718133159808539,0.7795242609178341
english,0.30006496318955767,0.4159352246701092,0.3110220726378973,,0.3047336144364486,0.4,0.30791201468030116
french,0.29821924281102485,0.3372826678877654,0.322898850276292,0.22117202268431002,0.3317375979400634,0.2726653722583015,0.3451493219066555
finnish,0.5493134593835138,0.5614826078628292,0.48757552144794863,0.33571428571428563,0.4124759442487529,0.28688524590163933,0.4588382754894231
german,0.2837492412988668,0.5624291338579865,0.3673651806634906,,0.5312934372504471,0.23809523809523808,0.45813016353708946
greek,1.0,1.0,1.0,0.9960159362549801,0.6681531047810609,1.0,1.0
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.6405054070251655,0.5661062317626474,0.7105184682078768,0.8248175182481752,0.40957924334790097,0.26875172662403435,0.45487320390519065
russian,1.0,1.0,1.0,0.9773982108484917,0.9369369369369369,1.0,0.996343680627828
turkish,0.384711026590337,0.4997474592734669,0.5940885257860046,0.8066666666666666,1.0,1.0,1.0
