,9
arabic-1gram,1.0
arabic-2gram,1.0
arabic-3gram,1.0
arabic-sk2gram,1.0
arabic-sk3gram,1.0
arabic-xsk2gram,0.9975576091109095
arabic-xsk3gram,0.9862073675754044
english-1gram,0.0
english-2gram,0.0
english-3gram,0.5038104741212279
english-sk2gram,0.0
english-sk3gram,0.22723431192429108
english-xsk2gram,0.4305522065612981
english-xsk3gram,0.4254212702756462
french-1gram,0.22584520885217577
french-2gram,0.48647660095558304
french-3gram,0.23901355286174458
french-sk2gram,0.0
french-sk3gram,0.195986285580019
french-xsk2gram,0.5976128899278861
french-xsk3gram,0.0
finnish-1gram,0.4408504304603569
finnish-2gram,0.3617845283673721
finnish-3gram,0.4341261687236016
finnish-sk2gram,0.3052725442505327
finnish-sk3gram,0.7879921138831937
finnish-xsk2gram,0.49939990903680614
finnish-xsk3gram,0.32186308803225594
german-1gram,0.0
german-2gram,0.9323308270676691
german-3gram,0.2732296975779354
german-sk2gram,0.3201936199523561
german-sk3gram,0.405752656994414
german-xsk2gram,0.5349190491056298
german-xsk3gram,0.656828114646267
greek-1gram,1.0
greek-2gram,1.0
greek-3gram,1.0
greek-sk2gram,1.0
greek-sk3gram,0.9393859204900659
greek-xsk2gram,0.9991015254692872
greek-xsk3gram,0.987943051017152
hebrew-1gram,1.0
hebrew-2gram,1.0
hebrew-3gram,1.0
hebrew-sk2gram,1.0
hebrew-sk3gram,1.0
hebrew-xsk2gram,1.0
hebrew-xsk3gram,1.0
icelandic-1gram,0.3806699218098302
icelandic-2gram,0.44998173842785666
icelandic-3gram,0.5585880147213936
icelandic-sk2gram,0.8732005337857357
icelandic-sk3gram,0.8748703156518306
icelandic-xsk2gram,1.0
icelandic-xsk3gram,0.99581589958159
russian-1gram,1.0
russian-2gram,1.0
russian-3gram,1.0
russian-sk2gram,0.9938125385916623
russian-sk3gram,0.8480299500080585
russian-xsk2gram,0.9990393828426896
russian-xsk3gram,0.6086379543437329
turkish-1gram,0.738200927870723
turkish-2gram,0.4741527710598726
turkish-3gram,0.5793358755312517
turkish-sk2gram,0.9138899370793138
turkish-sk3gram,0.5119115182984846
turkish-xsk2gram,0.5
turkish-xsk3gram,0.49427405832653326
