,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,0.9971468399189474,0.9977272648921227,1.0,1.0
english,0.2736019200656128,0.3107907802540305,0.45160892073114617,0.3184259288019136,0.3166327605541212,0.33475768528334593,0.3688948034365189
french,0.5603580609525242,0.30023718049371245,0.36363636363636365,0.3876569706811149,0.3418331247557405,0.38214225091689924,0.3600840960305535
finnish,0.4557142931973126,0.4018966458976676,0.5416471601553792,0.5568670730070013,0.48206633425602513,0.6006186563845272,0.4706892225954299
german,0.31842921669058466,0.31287254905574235,0.3039249057045699,1.0,0.44545576455250785,0.427053221109518,1.0
greek,1.0,1.0,1.0,1.0,0.9932202608115113,0.9785600621727197,1.0
hebrew,1.0,1.0,1.0,0.991867759348889,1.0,1.0,0.9221409409401413
icelandic,0.5543058126156657,0.5753323698856633,0.32953129097826106,0.4864201586798363,0.9136690647482014,0.7764928695555344,0.990990990990991
russian,1.0,1.0,1.0,0.9809319911609342,0.9975579939128913,0.9629546321565317,0.8383820492034596
turkish,0.5629244080205402,1.0,0.5581728848885487,0.4213665141212992,0.5427195818694444,0.8958064164776166,0.4067706577579188
