,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,0.9889463168322941,1.0,1.0,0.9979444906745585
english,0.3370999312316211,0.3482748465476421,0.3043478260869566,0.4063287766143314,0.307803243373802,0.3056492545264451,0.3589391677260208
french,0.33875671873153734,0.354851793443953,0.40511510301030995,0.4088639427799859,0.36828525478554786,0.35342687606629625,0.3584905660377358
finnish,0.39586831932225336,0.40278004900252323,0.5189290047466928,0.3947532061120702,0.37162498267786015,0.6116236141215198,0.4572974775644049
german,0.2851709609031707,0.4718323173973009,0.5,0.47875274753128744,0.35281353353077466,1.0,0.6815286624203821
greek,1.0,1.0,1.0,1.0,0.9751449189884751,0.9025827529890562,0.9052920656675773
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.4342953303999422,0.9767441860465116,0.4371763013511736,0.41036824729344523,0.8275862068965517,0.48253668366968033,0.7633136094674556
russian,1.0,1.0,1.0,0.8743857363365559,0.995708101688192,0.9900983595414093,0.6480191552900082
turkish,0.8997354108424374,0.6461538461538462,0.6226347383119762,1.0,0.4670993664969138,0.4731171677429417,0.44940931443956256
