,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,0.9973579182056183,0.9986639821279866,0.9339634602598733
english,0.8968833070917552,0.4054238319915382,0.4388808088619458,0.5363368243528497,0.4541254860251657,0.3857583749052298,0.44684461423323707
french,0.8383417455350219,0.4062920797515404,0.3969477488589099,0.4425696944926673,0.5152955252803254,0.4014268014449049,0.6380378214659013
finnish,0.8997244382041872,0.7729769771839881,0.6833252194757592,0.5619097150033,0.7288546790931643,0.5978558067966633,0.6948993411224273
german,1.0,0.5987874805146444,0.5556146068076174,0.8365711111914914,0.4690145416410542,0.5701768235663661,0.38636363636363635
greek,1.0,1.0,1.0,1.0,0.9944127082782657,0.8853125037184624,0.9581637965551355
hebrew,1.0,1.0,1.0,1.0,1.0,1.0,1.0
icelandic,0.9606605683724367,0.8479795599793238,0.8683014690354691,0.6172774177801312,0.7127960183062159,0.9013946960929361,0.9354888640673432
russian,1.0,1.0,1.0,0.9950736519347415,1.0,0.9960209676805634,1.0
turkish,0.9057236642639067,0.7616923043299519,0.7518639149517122,0.827827399188319,0.8162755177747493,0.8908987181403393,1.0
