,1gram,2gram,3gram,sk2gram,sk3gram,xsk2gram,xsk3gram
arabic,1.0,1.0,1.0,1.0,1.0,0.9420061764390263,0.9940118324721479
english,0.3421904706743258,0.30403276708902977,0.3318793657598644,0.25,0.41301438418195496,0.460235376122378,0.4522082704399629
french,0.4374584446180134,0.4213449232236125,0.5773502691896257,0.30940393771858987,0.3022635744229341,0.28391206491810206,0.3261340034515775
finnish,0.4573048431856366,0.5148501019984282,0.8654109834135258,0.6792965335229635,0.5439981484473735,0.3823485193930237,0.5505525727462053
german,0.36265770841308687,0.5339652632367196,0.46189417545298816,0.4882353894951456,0.493242414866094,0.7612788283838285,0.531609533071195
greek,1.0,1.0,1.0,1.0,0.8857000285382948,1.0,0.8806257727365867
hebrew,1.0,1.0,1.0,0.9503227992486909,1.0,1.0,1.0
icelandic,0.7664798869424491,0.6066218229646817,0.22330097087378645,0.7820115726815385,0.8408964152537145,0.7130740328122925,1.0
russian,1.0,1.0,1.0,0.974290332912794,0.9446438390301775,0.8982951401953732,1.0
turkish,0.6413443071010534,0.42428831583697174,1.0,0.45872824536962453,0.5630934989545848,0.5381664648604768,0.4970501217477084
